Name,Manufacturer,Actual Price,Discounted Price
FRANKLOR DX Syrup 100ml,* Mkt: Franklin Laboratories (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,95,95
FRANKLOR SF SUGAR FREE Syrup 100ml,* Mkt: Franklin Laboratories (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,110,110
BREAKUF BLUE COUGH Expectorant 100ml,* Mkt: Lupin Ltd (Generics) * Delivery charges if applicable will be applied at checkout,75.9,75.9
BRO TUSTY COUGH Syrup 100ml,* Mkt: Best Biotech * Delivery charges if applicable will be applied at checkout,115,115
BROQUTE Elixir 100ml,* Mkt: Best Biotech * Delivery charges if applicable will be applied at checkout,99,99
BIOKET Shampoo 75ml,* Mkt: Bios Labs Pvt Ltd * Delivery charges if applicable will be applied at checkout,180,180
FLAKEOFF Shampoo 100ml,* Mkt: Transcend Therapeutics Pvt Ltd * Delivery charges if applicable will be applied at checkout,295,295
FORFORA Z Shampoo 75ml,* Mkt: Encore Healthcare Private Limited * Delivery charges if applicable will be applied at checkout,199,199
Fungicide Lotion 90ml,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,145,410
Fittydent Denture Adhesive Powder 20gm,* Mkt: Dr. Reddy's Laboratories Ltd * Delivery charges if applicable will be applied at checkout,173.5,173.5
Fixon Powder 15gm,* Mkt: ICPA HEALTH PRODUCT LTD * Delivery charges if applicable will be applied at checkout,48.5,48.5
Fixon Strawberry Flavour Cream 15gm,* Mkt: ICPA HEALTH PRODUCT LTD * Delivery charges if applicable will be applied at checkout,124.5,124.5
Fixon Super Grip Strawaberry flavour Powder 40gm,* Mkt: ICPA HEALTH PRODUCT LTD * Delivery charges if applicable will be applied at checkout,245,245
FIXON SUPER GRIP STRAWBERRY FLAVOUR Powder 30gm,* Mkt: ICPA HEALTH PRODUCT LTD * Delivery charges if applicable will be applied at checkout,245,245
BETEALA 40 Tablet 10's,* Mkt: Cnx Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,57,57
BETEALA 60 Tablet 10's,* Mkt: Cnx Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,110,110
BETEALA 20 Tablet 10's,* Mkt: Cnx Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,40,40
BIOSERT 50 Tablet 10's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,52,100.65
Brintellix 20mg Tablet 10'S,* Mkt: Lundbeck India Pvt Ltd * Delivery charges if applicable will be applied at checkout,1,1244
Brintellix 10mg Tablet 10'S,* Mkt: Lundbeck India Pvt Ltd * Delivery charges if applicable will be applied at checkout,745,745
Brintellix 5mg Tablet 10'S,* Mkt: Lundbeck India Pvt Ltd * Delivery charges if applicable will be applied at checkout,450,450
Bupron SR 150 Tablet 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,157,157
Bupron XL 150mg Tablet 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,179,179
Bupron XL 300mg Tablet 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,301,301
F TIN 40 Tablet 10's,* Mkt: A N Pharmacia Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,59.58,59.58
F TIN 60 Tablet 10's,* Mkt: An Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,59.92,59.92
Fadep Capsule 10'S,* Mkt: Winsome Laboratories Ltd * Delivery charges if applicable will be applied at checkout,30.7,30.7
Feliz S 10mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,100.8,100.8
Feliz S 20mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,143.47,143.47
Feliz S 5mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,50.17,50.17
Firsito 10mg Tablet 10'S,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,89.94,89.94
Floatin 10mg Tablet 10'S,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,28.8,28.8
Floatin 20mg Tablet 10'S,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,44.5,44.5
Floatin 40mg Tablet 10'S,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,70,70
Floatin 60mg Tablet 10'S,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,87.7,87.7
Flood 10mg Capsule 10'S,* Mkt: K C Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,31,31
FLOXET 20mg Tablet 10's,* Mkt: TRIO REMEDIES PVT LTD * Delivery charges if applicable will be applied at checkout,35,35
Fludac 10mg Capsule 10'S,* Mkt: Cadila Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,33.15,33.15
Fludac 20mg Capsule 15'S,* Mkt: Cadila Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,59.81,56.82
Fludac 60mg Capsule 10'S,* Mkt: Cadila Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,110.88,110.88
FLUDEP 10 Capsule 10's,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,21,21
Fludep 10mg Tablet 10'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,21,21
Flunil 10mg Capsule 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,33.15,33.15
Flunil 20mg Capsule 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,39.87,39.87
Flunil 40mg Capsule 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,64.85,64.85
Flunil 60mg Capsule 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,110.88,110.88
Flunil Suspension 60ml,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,109,109
FLUOXEE 20mg Capsule 10's,* Mkt: Tweet India Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,39.5,39.5
FLUOXEE 40mg Capsule 10's,* Mkt: Tweet India Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,60.5,60.5
FLUOXEE 60mg Capsule 10's,* Mkt: Tweet India Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,107,107
Flupen 150mg Tablet 1'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,33.5,33.5
FLUSMILE 10mg Capsule 10's,* Mkt: Arinna Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,33.15,33.15
FLUSMILE 20mg Capsule 10's,* Mkt: Arinna Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,39.87,45.29
FLUSMILE 60mg Capsule 10's,* Mkt: Arinna Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,110.88,110.88
FLUTAX 20 Capsule 10's,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,39.85,27.9
Flutee Capsule 10'S,* Mkt: Talent India * Delivery charges if applicable will be applied at checkout,39.87,43.43
Flutee 40mg Capsule 10'S,* Mkt: Talent India * Delivery charges if applicable will be applied at checkout,64.85,64.85
Flutin Capsule 10'S,* Mkt: Helios Laboratories * Delivery charges if applicable will be applied at checkout,35.49,35.49
FLUTOP 10 Tablet 10's,* Mkt: Crescent Pharmaceuticals * Delivery charges if applicable will be applied at checkout,27.76,27.76
FLUTOP 20 Capsule 10's,* Mkt: Crescent Formulations Pvt Ltd * Delivery charges if applicable will be applied at checkout,39.87,44.7
FLUTOP 40 Tablet 10's,* Mkt: Crescent Pharmaceuticals * Delivery charges if applicable will be applied at checkout,65.88,65.88
Fluvaris 100mg Tablet 10'S,* Mkt: Crescent Formulations Pvt Ltd * Delivery charges if applicable will be applied at checkout,379.24,379.24
Fluvator 100mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,352.85,352.85
Fluvator 50mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,228.7,228.7
Fluvoxin 100mg Tablet 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,285,285
Fluvoxin 50mg Tablet 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,176,176
Fluvoxin CR 100mg Tablet 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,310,310
Fluvoxin CR 50mg Tablet 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,202,202
FLUXETIME 20 Capsule 10's,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,39.5,27.65
FLUXITIME 20 Capsule 10's,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,39.5,27.65
FLUZAPINE Tablet 10's,* Mkt: SAKSHAM PHARMACEUTICALS * Delivery charges if applicable will be applied at checkout,99.9,99.9
FLUZOX 20 MG Capsule 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,39.87,39.87
FORDEP 12.5MG TABLET 10'S,* Mkt: TAS MED INDIA PVT LTD * Delivery charges if applicable will be applied at checkout,143.34,143.34
FORDEP 25MG TABLET 10'S,* Mkt: TAS MED INDIA PVT LTD * Delivery charges if applicable will be applied at checkout,215.61,215.61
Frext 100mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,345,345
Frext 50mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,201,201
Frext CR 100mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,348,348
FLUCEF 20 Capsule 10's,* Mkt: IKON PHARMACHEM PVT LTD * Delivery charges if applicable will be applied at checkout,39.87,45
FLUCEF 40 Capsule 10's,* Mkt: IKON PHARMACHEM PVT LTD * Delivery charges if applicable will be applied at checkout,68,68
FLUCEF 60 Capsule 10's,* Mkt: IKON PHARMACHEM PVT LTD * Delivery charges if applicable will be applied at checkout,110.88,95
FLUVAKON 100 Tablet 10's,* Mkt: IKON PHARMACHEM PVT LTD * Delivery charges if applicable will be applied at checkout,248,248
FLUVAKON 50 Tablet 10's,* Mkt: IKON PHARMACHEM PVT LTD * Delivery charges if applicable will be applied at checkout,148,148
FLUVAKON CR 150 Tablet 10's,* Mkt: IKON PHARMACHEM PVT LTD * Delivery charges if applicable will be applied at checkout,380,380
FLUXIB 20mg Capsule 10's,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,39.87,39.87
FLUTOP 20 Tablet 10's,* Mkt: Crescent Formulations Pvt Ltd * Delivery charges if applicable will be applied at checkout,41.68,41.68
Basaglar 100IU Cartridge 3ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,794,731
BASAGLAR KWIKPEN Injection 3ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,1099.11,1028
Basalog 100IU Injection 1X3ml,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,1099.11,564.55
Basalog 100IU Injection 1X5ml,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,1099.11,783.13
Basalog Refil Cartridge 1X3ml,* Mkt: Biocon Biologics India Ltd * Delivery charges if applicable will be applied at checkout,794,610.53
Basalog One 100IU Pen Injection 3ml,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,1099.11,823.1
Basugine 100IU Cartridge 1X3ml,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,794,594.8
Basugine Pen(Device) 1's,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,999,999
Benforce M Tablet 10'S,* Mkt: Shield Health Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,190,161
Bepride MF Tablet 10'S,* Mkt: Avin Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,174.24,77
Bepride SF Tablet 10'S,* Mkt: Avin Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,126.44,66
Betapride 15mg Tablet 10'S,* Mkt: Avinash Health Products Pvt Ltd * Delivery charges if applicable will be applied at checkout,60.8,30
Biciphage 500Mg Tablet 20's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,43,34.85
Biciphage 1000 Tablet 10'S,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,39.42,45.24
Biciphage 500 SR Tablet 10'S,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,43,22.21
Bigomet 250mg Tablet 10'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,10.25,10.25
Bigomet 500mg Tablet 10'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,43,12.07
Bigomet 850mg Tablet 10'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,27.5,25
Bigomet M Tablet 10'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,79,79
Bigomet SR 1000 Tablet 10'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,39.42,44.12
Bigomet SR 500 Tablet 10'S,* Mkt: Aristo Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,43,17.6
BIGUAID 500 SR Tablet 15's,* Mkt: GENEAID PHARMACEUTICALS * Delivery charges if applicable will be applied at checkout,43,34.5
BILYPSA 4mg Tablet 10's,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,401.7,401.7
Bilypsa 4mg Tablet 45'S,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,1,1988.1
Biodib 15mg Tablet 10'S,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,60.8,80
BIOMET G1 FORTE Tablet 10's,* Mkt: Bios Labs Pvt Ltd * Delivery charges if applicable will be applied at checkout,178.1,43.2
BIOPRIDE 1 Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,36.62,36.5
BIOPRIDE 2 Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,57.23,54.2
BIOPRIDE M 1 Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,126.44,52.7
BIOPRIDE M 2 Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,174.24,68.1
BIOPRIDE M1 FORTE Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,178.1,133
BIOPRIDE M2 FORTE Tablet 10's,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,90,69
BIOTENLY 20mg Tablet 10's,* Mkt: Bios Labs Pvt Ltd * Delivery charges if applicable will be applied at checkout,108.9,81
BITGLIM M 1 Tablet 10's,* Mkt: Elicad Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,126.44,54.73
BITGLIM M 2 Tablet 10's,* Mkt: Elicad Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,174.24,56.12
Blisto 1mg Tablet 10'S,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,36.62,41
Blisto 4mg Tablet 10'S,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,145.89,145.89
Blisto 1Mf Tablet 10'S,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,126.44,100.93
Blisto 2Mf Tablet 10'S,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,90,129.81
Blisto 4Mf Tablet 10'S,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,109,167.64
Blisto Trio 1mg Tablet 10'S,* Mkt: Biocon Ltd * Delivery charges if applicable will be applied at checkout,125,84.3
Bose 0.2mg Tablet 10'S,* Mkt: Lincoln Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,82.28,44.4
Bose 0.3mg Tablet 10'S,* Mkt: Lincoln Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,174,55.6
Britvog 0.2mg Tablet 15'S,* Mkt: Elbrit Life Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,82.28,130
Britvog 0.3mg Tablet 15'S,* Mkt: Elbrit Life Sciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,174,140
Bymet 1000mg Tablet 10'S,* Mkt: Primus Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,39.42,39.42
Bymet 500mg Tablet 10'S,* Mkt: Primus Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,43,23.69
